# T924 per-root probe output, recovered from the lane transcript by T914
# tag,root,side,solved,?,nodes,ms,value,?
T924,root,...
T924,root,...0
T924,root,0,1,0,0,20000001,5617,-128,0
T924,root,0,1,1,0,4528,0,0,0
T924,root,1,-1,1,0,25579,7,-16,0
T924,root,1,1,1,0,11,0,6,0
T924,root,1,1,1,0,24089,7,16,0
T924,root,10004899,-1,1,0,144,0,-6,0
T924,root,10006348,1,1,0,227,0,-3,0
T924,root,1005016,-1,1,0,31,0,16,0
T924,root,1005293,1,1,0,63,0,16,0
T924,root,101,1,1,0,369,0,-1,0
T924,root,10105293,-1,1,0,20,0,-16,0
T924,root,10106270,1,1,0,21,0,-16,0
T924,root,10147,1,1,0,956,0,-16,0
T924,root,101916,-1,1,0,42,0,16,0
T924,root,10215948,-1,1,0,302,0,0,0
T924,root,10217685,1,1,0,46,0,16,0
T924,root,102394,1,1,0,1224,0,16,0
T924,root,1024,-1,1,0,5215,2,16,0
T924,root,1033651,-1,1,0,319,0,-16,0
T924,root,1034052,1,1,0,120,0,-16,0
T924,root,10354194,-1,1,0,3497,1,16,0
T924,root,10355718,1,1,0,3466,0,-16,0
T924,root,10476661,-1,1,0,1273,0,16,0
T924,root,10477895,1,1,0,152,0,-3,0
T924,root,104838,-1,1,0,80292,20,-16,0
T924,root,1053,1,1,0,7510,2,-16,0
T924,root,105305,1,1,0,476,0,1,0
T924,root,10577969,-1,1,0,253,0,-16,0
T924,root,10579570,1,1,0,93,0,16,0
T924,root,10598,-1,1,0,11021,3,-16,0
T924,root,1066556,-1,1,0,104,0,16,0
T924,root,1066991,1,1,0,1294,0,16,0
T924,root,107,1,1,1,0,0,6,0
T924,root,10701166,-1,1,0,245,0,16,0
T924,root,10703210,1,1,0,300,0,-16,0
T924,root,107551,-1,1,0,884,1,16,0
T924,root,10771,1,1,0,70,0,-16,0
T924,root,108,-1,0,0,20000001,5042,-128,0
T924,root,108275,1,1,0,8703,3,-16,0
T924,root,10844942,-1,1,0,456,0,-16,0
T924,root,10848035,1,1,0,60,0,16,0
T924,root,109,1,1,0,484,0,-1,0
T924,root,10979196,-1,1,0,32,1,16,0
T924,root,10980878,1,1,0,30,0,16,0
T924,root,1099399,-1,1,0,30,0,-16,0
T924,root,1099762,1,1,0,279,0,-16,0
T924,root,1102,-1,1,0,156,0,-16,0
T924,root,110567,-1,1,0,403,0,-16,0
T924,root,111110,1,1,0,851,0,-16,0
T924,root,11120730,-1,1,0,244,0,16,0
T924,root,11124953,1,1,0,4647,1,16,0
T924,root,11176,-1,1,0,1411,0,-16,0
T924,root,1129272,-1,1,0,37,0,16,0
T924,root,11296063,-1,1,0,163,0,7,0
T924,root,1129735,1,1,0,441,1,-16,0
T924,root,11302721,1,1,0,6539004,1593,-10,0
T924,root,11303064,-1,1,0,77,1,6,0
